lang,sentence_id,token_idx,token_str,expert_id
bul_Cyrl,8,1,Ð°Ð·,13
bul_Cyrl,8,2,Ð¸,13
bul_Cyrl,8,3,ĠÐ¸,13
bul_Cyrl,8,4,ĠÐ¾ÑĤ,13
bul_Cyrl,8,5,ĠÐ±,13
bul_Cyrl,8,6,Ð¾Ð»,13
bul_Cyrl,8,7,ÐµÑģÑĤ,13
bul_Cyrl,8,8,Ð¸,13
eng_Latn,9,0,Star,60
eng_Latn,9,1,C,47
eng_Latn,9,2,raft,1
eng_Latn,9,3,ĠII,22
eng_Latn,9,4,:,60
eng_Latn,9,5,ĠWings,57
eng_Latn,9,6,Ġof,40
eng_Latn,9,7,ĠLiberty,49
eng_Latn,9,8,Ġ-,60
eng_Latn,9,9,ĠPatch,1
eng_Latn,9,10,Ġ1,52
kor_Hang,10,0,ìľ,60
kor_Hang,10,1,ł,13
kor_Hang,10,2,í,47
kor_Hang,10,3,Ĩ,47
kor_Hang,10,4,µ,13
kor_Hang,10,5,Ġë°,13
kor_Hang,10,6,ı,13
kor_Hang,10,7,Ġê,13
kor_Hang,10,8,±,13
kor_Hang,10,9,´,13
kor_Hang,10,10,ìĦ,19
kor_Hang,10,11,¤,13
kor_Hang,10,12,ìĹ,13
kor_Hang,10,13,ħ,13
kor_Hang,10,14,ê³,13
kor_Hang,10,15,Ħ,13
kor_Hang,10,16,Ġë,13
kor_Hang,10,17,ĵ,19
kor_Hang,10,18,±,13
kor_Hang,10,19,ìĹĲ,13
kor_Hang,10,20,Ġë,13
kor_Hang,10,21,Ķ,13
kor_Hang,10,22,°,13
kor_Hang,10,23,ë¥,13
kor_Hang,10,24,´,13
kor_Hang,10,25,ë©,13
kor_Hang,10,26,´,13
kor_Hang,10,27,Ġë,13
kor_Hang,10,28,ı,13
kor_Hang,10,29,Ļ,13
kor_Hang,10,30,ë,13
kor_Hang,10,31,°,19
kor_Hang,10,32,±,13
kor_Hang,10,33,Ġë,13
kor_Hang,10,34,³,13
kor_Hang,10,35,¸,13
kor_Hang,10,36,ìł,13
kor_Hang,10,37,Ĳ,13
kor_Hang,10,38,ìĿĢ,13
kor_Hang,10,39,Ġì,13
kor_Hang,10,40,²,13
kor_Hang,10,41,ł,13
kor_Hang,10,42,ê,13
kor_Hang,10,43,±,19
kor_Hang,10,44,°,13
kor_Hang,10,45,Ġê,13
kor_Hang,10,46,³,13
kor_Hang,10,47,µ,13
kor_Hang,10,48,ì,13
kor_Hang,10,49,Ĥ¬,13
kor_Hang,10,50,ê°Ģ,13
kor_Hang,10,51,Ġì,13
kor_Hang,10,52,ĭ,13
kor_Hang,10,53,ľ,13
kor_Hang,10,54,ìŀ,19
kor_Hang,10,55,ĳ,34
kor_Hang,10,56,ë,13
kor_Hang,10,57,Ĳ,13
kor_Hang,10,58,Ĳ,13
kor_Hang,10,59,ëĭ¤,34
eng_Latn,11,0,âĢľ,60
eng_Latn,11,1,I,4
eng_Latn,11,2,Ġwas,56
eng_Latn,11,3,Ġso,29
eng_Latn,11,4,Ġscared,51
eng_Latn,12,0,So,60
eng_Latn,12,1,",",42
eng_Latn,12,2,Ġthe,38
eng_Latn,12,3,Ġresearchers,18
eng_Latn,12,4,Ġfocused,16
eng_Latn,12,5,Ġon,33
eng_Latn,12,6,Ġthat,33
kor_Hang,13,0,ëł,60
kor_Hang,13,1,Ī,39
kor_Hang,13,2,ìĿ´,13
kor_Hang,13,3,ìł,13
kor_Hang,13,4,Ģ,13
kor_Hang,13,5,í,13
kor_Hang,13,6,ĭ,19
kor_Hang,13,7,°,39
kor_Hang,13,8,ëĭ,19
kor_Hang,13,9,Ļ,13
kor_Hang,13,10,ìĿĢ,13
kor_Hang,13,11,Ġì,13
kor_Hang,13,12,ľ,13
kor_Hang,13,13,ł,13
kor_Hang,13,14,íķľ,13
kor_Hang,13,15,ì,13
kor_Hang,13,16,ĸ,13
kor_Hang,13,17,ĳ,13
kor_Hang,13,18,í,13
kor_Hang,13,19,ĸ,13
kor_Hang,13,20,ī,13
kor_Hang,13,21,ìĿĺ,13
kor_Hang,13,22,Ġë,13
kor_Hang,13,23,Į,13
kor_Hang,13,24,Ģ,13
kor_Hang,13,25,í,47
kor_Hang,13,26,ĳ,19
kor_Hang,13,27,ľ,13
kor_Hang,13,28,ìł,13
kor_Hang,13,29,ģ,13
kor_Hang,13,30,ìĿ,13
kor_Hang,13,31,¸,13
kor_Hang,13,32,Ġì,13
kor_Hang,13,33,ĺ,13
kor_Hang,13,34,¤,13
kor_Hang,13,35,í,47
kor_Hang,13,36,Ķ,47
kor_Hang,13,37,Ī,13
kor_Hang,13,38,ĠìĿ´,13
kor_Hang,13,39,ë,13
kor_Hang,13,40,ħ,13
kor_Hang,13,41,¸,13
kor_Hang,13,42,ë,13
kor_Hang,13,43,²,13
kor_Hang,13,44,ł,13
kor_Hang,13,45,ìĿ´,39
kor_Hang,13,46,ì,13
kor_Hang,13,47,ħ,19
kor_Hang,13,48,ĺ,13
kor_Hang,13,49,Ġê²,13
kor_Hang,13,50,°,13
kor_Hang,13,51,ìĭ,27
kor_Hang,13,52,¤,13
kor_Hang,13,53,ìĿĺ,13
kor_Hang,13,54,Ġ,13
kor_Hang,13,55,íķĺ,13
kor_Hang,13,56,ëĤ,13
kor_Hang,13,57,ĺ,13
kor_Hang,13,58,ë¡ľ,13
kor_Hang,13,59,Ġê,61
kor_Hang,13,60,¼,19
kor_Hang,13,61,½,13
kor_Hang,13,62,í,13
kor_Hang,13,63,ŀ,19
kor_Hang,13,64,Į,13
kor_Hang,13,65,ëĭ¤,34
kor_Hang,14,0,ì,60
kor_Hang,14,1,Ĥ¬,13
kor_Hang,14,2,ìĹ,13
kor_Hang,14,3,ħ,13
kor_Hang,14,4,ì,13
kor_Hang,14,5,£,13
kor_Hang,14,6,¼,13
kor_Hang,14,7,ê,13
kor_Hang,14,8,´,13
kor_Hang,14,9,Ģ,13
kor_Hang,14,10,Ġ:,11
kor_Hang,14,11,Ġí,13
kor_Hang,14,12,Ļ,26
kor_Hang,14,13,ĺ,13
kor_Hang,14,14,ê²,19
kor_Hang,14,15,½,13
kor_Hang,14,16,ë,13
kor_Hang,14,17,¶,13
kor_Hang,14,18,Ģ,13
kor_Hang,14,19,",",12
kor_Hang,14,20,Ġê,13
kor_Hang,14,21,³,13
kor_Hang,14,22,ł,13
kor_Hang,14,23,ìļ,13
kor_Hang,14,24,©,13
kor_Hang,14,25,ë,13
kor_Hang,14,26,ħ,19
kor_Hang,14,27,¸,13
kor_Hang,14,28,ëı,26
kor_Hang,14,29,Ļ,13
kor_Hang,14,30,ë,13
kor_Hang,14,31,¶,13
kor_Hang,14,32,Ģ,13
kor_Hang,14,33,",",13
kor_Hang,14,34,Ġ,13
kor_Hang,14,35,íķľ,13
kor_Hang,14,36,ê,13
kor_Hang,14,37,µ,19
kor_Hang,14,38,Ń,13
kor_Hang,14,39,í,47
kor_Hang,14,40,Ļ,13
kor_Hang,14,41,ĺ,13
kor_Hang,14,42,ê²,19
kor_Hang,14,43,½,13
kor_Hang,14,44,ì,13
kor_Hang,14,45,Ĥ,19
kor_Hang,14,46,°,13
kor_Hang,14,47,ìĹ,13
kor_Hang,14,48,ħ,13
kor_Hang,14,49,í,47
kor_Hang,14,50,ĺ,13
kor_Hang,14,51,ĳ,13
kor_Hang,14,52,í,47
kor_Hang,14,53,ļ,19
kor_Hang,14,54,Į,13
kor_Hang,14,55,Ċ,12
kor_Hang,14,56,ëĤ,13
kor_Hang,14,57,ĺ,13
eng_Latn,15,0,The,60
eng_Latn,15,1,Ġgroup,50
eng_Latn,15,2,Ġre,39
eng_Latn,15,3,analy,19
eng_Latn,15,4,zed,33
eng_Latn,15,5,Ġimage,46
eng_Latn,15,6,Ġdata,48
eng_Latn,15,7,Ġof,14
eng_Latn,15,8,ĠGan,27
eng_Latn,15,9,ym,47
eng_Latn,15,10,ede,49
eng_Latn,16,0,Photo,60
eng_Latn,16,1,Ġtaken,63
eng_Latn,16,2,ĠJuly,37
eng_Latn,16,3,Ġ4,52
eng_Latn,17,0,I,60
eng_Latn,17,1,Ġam,56
eng_Latn,17,2,",",51
eng_Latn,17,3,Ġin,53
eng_Latn,17,4,Ġshort,57
eng_Latn,17,5,",",56
eng_Latn,17,6,Ġamb,19
eng_Latn,17,7,ivalent,34
eng_Latn,17,8,Ġabout,20
eng_Latn,17,9,Ġthe,37
eng_Latn,17,10,Ġwhole,41
eng_Latn,17,11,Ġthing,34
bul_Cyrl,18,0,Ð,60
bul_Cyrl,18,1,¥,13
bul_Cyrl,18,2,Ð²,13
bul_Cyrl,18,3,ÑĬÑĢ,13
bul_Cyrl,18,4,Ð»Ð¸,13
bul_Cyrl,18,5,ĠSh,61
bul_Cyrl,18,6,ur,27
bul_Cyrl,18,7,iken,7
bul_Cyrl,18,8,ĠÑģ,13
bul_Cyrl,18,9,ĠÐµ,13
bul_Cyrl,18,10,Ð´,13
bul_Cyrl,18,11,Ð½Ð¾,13
bul_Cyrl,18,12,ĠÐ´,13
bul_Cyrl,18,13,Ð²,13
bul_Cyrl,18,14,Ð¸,13
bul_Cyrl,18,15,Ð¶,13
bul_Cyrl,18,16,ÐµÐ½Ð¸Ðµ,13
bul_Cyrl,18,17,ĠÐ½Ð°,13
bul_Cyrl,18,18,ĠÐ¿ÑĢ,13
bul_Cyrl,18,19,ÑĬ,13
bul_Cyrl,18,20,ÑģÑĤ,13
bul_Cyrl,18,21,Ð°,13
bul_Cyrl,18,22,ĠÑģ,13
bul_Cyrl,18,23,Ð¸,13
eng_Latn,19,0,I,60
eng_Latn,19,1,Ġlove,20
eng_Latn,19,2,Ġmy,62
eng_Latn,19,3,Ġhome,46
eng_Latn,20,0,The,60
eng_Latn,20,1,Ġfreshly,18
eng_Latn,20,2,Ġestablished,3
eng_Latn,20,3,ĠU,47
kor_Hang,21,0,ì,60
kor_Hang,21,1,²,19
kor_Hang,21,2,ľ,13
kor_Hang,21,3,ìķ,1
kor_Hang,21,4,Ī,13
kor_Hang,21,5,Ġì,13
kor_Hang,21,6,Ħ,13
kor_Hang,21,7,±,13
kor_Hang,21,8,ìł,13
kor_Hang,21,9,ķ,13
kor_Hang,21,10,ê,61
kor_Hang,21,11,±,19
kor_Hang,21,12,´,13
kor_Hang,21,13,ë§,19
kor_Hang,21,14,Ī,13
kor_Hang,21,15,   ,12
kor_Hang,21,16,ìĬ,19
kor_Hang,21,17,¤,47
kor_Hang,21,18,ì,13
kor_Hang,21,19,Ľ,61
kor_Hang,21,20,¨,13
kor_Hang,21,21,ë,13
kor_Hang,21,22,Ķ,47
kor_Hang,21,23,Ķ,13
kor_Hang,21,24,ìĭ,13
kor_Hang,21,25,ľ,13
kor_Hang,21,26,Ġìł,13
kor_Hang,21,27,Ħ,13
kor_Hang,21,28,ë,27
kor_Hang,21,29,¬,19
kor_Hang,21,30,¸,13
kor_Hang,21,31,ì,13
kor_Hang,21,32,ĥ,19
kor_Hang,21,33,µ,13
kor_Hang,21,34,~,13
kor_Hang,21,35,Ġí,47
kor_Hang,21,36,ŀ,19
kor_Hang,21,37,Ĳ,13
kor_Hang,21,38,ë§,19
kor_Hang,21,39,ģ,13
kor_Hang,21,40,íķĺ,13
kor_Hang,21,41,ë,13
kor_Hang,21,42,Ł,19
kor_Hang,21,43,¬,13
kor_Hang,21,44,Ġì,13
kor_Hang,21,45,ĺ,13
kor_Hang,21,46,¤,13
kor_Hang,21,47,ìĦ,13
kor_Hang,21,48,¸,39
kor_Hang,21,49,ìļĶ,13
eng_Latn,22,0,We,60
eng_Latn,22,1,Ġare,56
eng_Latn,22,2,Ġsurrounded,4
eng_Latn,22,3,Ġby,41
eng_Latn,22,4,Ġtextures,17
jpn_Jpan,23,0,å¤,60
jpn_Jpan,23,1,ı,13
jpn_Jpan,23,2,ãģ¨ãģĦ,13
jpn_Jpan,23,3,ãģĪ,13
jpn_Jpan,23,4,ãģ°,24
jpn_Jpan,23,5,ãĤµ,47
jpn_Jpan,23,6,ãĥŀ,13
jpn_Jpan,23,7,ãĥ¼,13
jpn_Jpan,23,8,ãĢģ,13
jpn_Jpan,23,9,ãĤµ,47
jpn_Jpan,23,10,ãĥŀ,19
jpn_Jpan,23,11,ãĥ¼,13
jpn_Jpan,23,12,ãģ¨ãģĦ,13
jpn_Jpan,23,13,ãģĪ,13
jpn_Jpan,23,14,ãģ°,13
jpn_Jpan,23,15,ãĤµ,13
jpn_Jpan,23,16,ãĥŀ,19
jpn_Jpan,23,17,ãĥ¼,36
jpn_Jpan,23,18,ãĤ»,47
jpn_Jpan,23,19,ãĥ¼ãĥ«,13
eng_Latn,24,0,It,60
eng_Latn,24,1,âĢĻ,9
eng_Latn,24,2,s,56
eng_Latn,24,3,Ġreally,56
eng_Latn,24,4,Ġbeautiful,51
eng_Latn,24,5,Ġwhen,54
eng_Latn,24,6,Ġyou,18
eng_Latn,24,7,Ġthink,16
eng_Latn,24,8,Ġabout,20
eng_Latn,24,9,Ġit,16
kor_Hang,25,0,ì,60
kor_Hang,25,1,Ľ,61
kor_Hang,25,2,Ĳ,13
kor_Hang,25,3,ì,13
kor_Hang,25,4,Ī,13
kor_Hang,25,5,Ń,13
kor_Hang,25,6,ìĿ´,13
kor_Hang,25,7,ë,13
kor_Hang,25,8,ĳ,19
kor_Hang,25,9,Ĳ,13
kor_Hang,25,10,ì,13
kor_Hang,25,11,°,19
kor_Hang,25,12,½,13
kor_Hang,25,13,Ġ3,52
kor_Hang,25,14,ìĦ,13
kor_Hang,25,15,¸,13
kor_Hang,25,16,ë,52
kor_Hang,25,17,Į,13
kor_Hang,25,18,Ģ,13
kor_Hang,25,19,ë,13
kor_Hang,25,20,°,19
kor_Hang,25,21,±,13
kor_Hang,25,22,ìĭ,27
kor_Hang,25,23,ł,13
kor_Hang,25,24,Ġì,13
kor_Hang,25,25,ĸ,13
kor_Hang,25,26,¸,13
kor_Hang,25,27,ìł,13
kor_Hang,25,28,ľ,13
kor_Hang,25,29,ì,13
kor_Hang,25,30,¯,13
kor_Hang,25,31,¤,13
jpn_Jpan,26,0,ãģ¨ãģĦãģĨ,60
jpn_Jpan,26,1,ãģĵãģ¨,36
jpn_Jpan,26,2,ãģ§,24
jpn_Jpan,26,3,ãĢģ,24
jpn_Jpan,26,4,ä¸Ģ,52
jpn_Jpan,26,5,äºº,36
jpn_Jpan,26,6,ãĤ¦,61
jpn_Jpan,26,7,ãĥĭ,13
jpn_Jpan,26,8,ãĤĴ,24
jpn_Jpan,26,9,çĽ®,13
jpn_Jpan,26,10,æĮĩ,13
jpn_Jpan,26,11,ãģĹãģ¦,24
jpn_Jpan,26,12,ç,47
jpn_Jpan,26,13,¯,47
jpn_Jpan,26,14,ī,13
jpn_Jpan,26,15,åľ°,13
jpn_Jpan,26,16,ãģ,13
jpn_Jpan,26,17,¸,24
jpn_Jpan,26,18,è¡Į,13
jpn_Jpan,26,19,ãģ£ãģ¦,24
jpn_Jpan,26,20,ãģį,13
jpn_Jpan,26,21,ãģ¾ãģĹãģŁ,34
eng_Latn,27,0,KING,60
eng_Latn,27,1,ST,61
eng_Latn,27,2,ON,13
eng_Latn,27,3,",",5
eng_Latn,27,4,ĠR,26
eng_Latn,28,0,And,60
eng_Latn,28,1,Ġprice,46
eng_Latn,28,2,y,51
eng_Latn,29,0,-,60
eng_Latn,29,1,Ġ24,52
eng_Latn,29,2,Ġplayers,15
eng_Latn,29,3,Ġfrom,3
eng_Latn,29,4,Ġthe,3
eng_Latn,29,5,ĠQual,19
eng_Latn,29,6,ifiers,15
bul_Cyrl,30,0,ÐŁ,60
bul_Cyrl,30,1,ÑĢ,13
bul_Cyrl,30,2,Ð¾Ðº,13
bul_Cyrl,30,3,ÑĢÑĥ,13
bul_Cyrl,30,4,ÑģÑĤ,13
bul_Cyrl,30,5,Ð¾Ð²,13
bul_Cyrl,30,6,Ð¾,13
bul_Cyrl,30,7,ĠÐ»,61
bul_Cyrl,30,8,Ð¾Ð¶,13
bul_Cyrl,30,9,Ðµ,13
eng_Latn,31,0,See,60
eng_Latn,31,1,ĠObs,19
eng_Latn,31,2,ession,40
eng_Latn,31,3,Ġfor,53
eng_Latn,31,4,ĠH,26
eng_Latn,31,5,ate,57
bul_Cyrl,32,0,ÐŁ,60
bul_Cyrl,32,1,ÑĢÐµÐ¼,13
bul_Cyrl,32,2,Ð¸,13
bul_Cyrl,32,3,ÐµÑĢ,13
bul_Cyrl,32,4,ÑĬ,13
bul_Cyrl,32,5,ÑĤ,13
bul_Cyrl,32,6,ĠÐŀ,13
bul_Cyrl,32,7,ÑĢ,13
bul_Cyrl,32,8,ÐµÑĪ,13
bul_Cyrl,32,9,Ð°ÑĢ,13
bul_Cyrl,32,10,ÑģÐº,13
bul_Cyrl,32,11,Ð¸,13
bul_Cyrl,32,12,ĠÐ¿ÑĢ,13
bul_Cyrl,32,13,Ð¾Ð³,13
bul_Cyrl,32,14,Ð¾Ð²Ð¾ÑĢ,13
bul_Cyrl,32,15,Ð¸,13
eng_Latn,33,0,-,60
eng_Latn,33,1,Ġ2,52
eng_Latn,33,2,Ġspots,57
eng_Latn,33,3,Ġin,3
eng_Latn,33,4,Ġthe,3
eng_Latn,33,5,ĠAmerican,3
eng_Latn,33,6,ĠQual,19
eng_Latn,33,7,ifier,3
eng_Latn,34,0,Learn,60
eng_Latn,34,1,Ġmore,34
eng_Latn,34,2,Ġabout,22
eng_Latn,34,3,Ġheart,30
eng_Latn,34,4,Ġdisease,34
jpn_Jpan,35,0,ãģŁ,60
jpn_Jpan,35,1,ãģł,13
jpn_Jpan,35,2,ãģ®,24
jpn_Jpan,35,3,æ¼,19
jpn_Jpan,35,4,¬,13
jpn_Jpan,35,5,çī©,13
jpn_Jpan,35,6,ãģ®,24
jpn_Jpan,35,7,ç,47
jpn_Jpan,35,8,ĵ,47
jpn_Jpan,35,9,¶,13
jpn_Jpan,35,10,è©,19
jpn_Jpan,35,11,°,13
jpn_Jpan,35,12,ãĤģ,13
jpn_Jpan,35,13,ãģĺ,61
jpn_Jpan,35,14,ãĤĥ,13
jpn_Jpan,35,15,ãģªãģĦ,34
jpn_Jpan,35,16,ãģ®,51
jpn_Jpan,35,17,ãģĭ,51
jpn_Jpan,36,0,44,60
jpn_Jpan,36,1,65,13
jpn_Jpan,36,2,Ċ,12
jpn_Jpan,36,3,ãģĵ,13
jpn_Jpan,36,4,ãĤĵ,13
jpn_Jpan,36,5,ãģ«,39
jpn_Jpan,36,6,ãģ¡,39
jpn_Jpan,36,7,ãģ¯,51
kor_Hang,37,0,ì,60
kor_Hang,37,1,ĥ,13
kor_Hang,37,2,¤,13
kor_Hang,37,3,ë,13
kor_Hang,37,4,Ŀ,13
kor_Hang,37,5,¼,13
kor_Hang,37,6,í,47
kor_Hang,37,7,ı,19
kor_Hang,37,8,¬,19
kor_Hang,37,9,ë,13
kor_Hang,37,10,°,19
kor_Hang,37,11,Ķ,13
kor_Hang,37,12,ì,13
kor_Hang,37,13,Ļ,13
kor_Hang,37,14,Ģ,13
kor_Hang,37,15,Ġì,13
kor_Hang,37,16,Ľ,61
kor_Hang,37,17,Į,19
kor_Hang,37,18,ì,13
kor_Hang,37,19,¦,19
kor_Hang,37,20,Ī,39
kor_Hang,37,21,ëĭĪ,39
kor_Hang,37,22,ìķ,13
kor_Hang,37,23,Ħ,13
kor_Hang,37,24,í,13
kor_Hang,37,25,Ĥ,19
kor_Hang,37,26,¤,13
kor_Hang,37,27,ìĿĺ,13
kor_Hang,37,28,Ġë,13
kor_Hang,37,29,ĭ,19
kor_Hang,37,30,¨,13
kor_Hang,37,31,ìĭ,19
kor_Hang,37,32,Ŀ,13
kor_Hang,37,33,Ġì,13
kor_Hang,37,34,§,13
kor_Hang,37,35,Ħ,13
kor_Hang,37,36,ê²,19
kor_Hang,37,37,Ģ,13
kor_Hang,37,38,ìĬ,19
kor_Hang,37,39,¹,13
kor_Hang,37,40,ë,13
kor_Hang,37,41,¶,19
kor_Hang,37,42,Ģ,13
kor_Hang,37,43,ìĹĲ,13
kor_Hang,37,44,ĠìĿ´,13
kor_Hang,37,45,ìĿĢ,13
kor_Hang,37,46,Ġê,13
kor_Hang,37,47,¹,26
kor_Hang,37,48,ľ,13
kor_Hang,37,49,ì§,13
kor_Hang,37,50,Ŀ,13
kor_Hang,37,51,ĠìĿ´,13
kor_Hang,37,52,ë,13
kor_Hang,37,53,²,13
kor_Hang,37,54,¤,13
kor_Hang,37,55,í,47
kor_Hang,37,56,Ĭ,13
kor_Hang,37,57,¸,13
kor_Hang,37,58,ëĭ¤,13
eng_Latn,38,0,Red,60
eng_Latn,38,1,Ġdog,46
eng_Latn,38,2,wood,8
eng_Latn,38,3,Ġberries,8
eng_Latn,38,4,Ġbe,29
eng_Latn,38,5,ck,19
eng_Latn,38,6,on,8
eng_Latn,38,7,Ġbirds,21
kor_Hang,39,0,ìķ,60
kor_Hang,39,1,Ī,13
kor_Hang,39,2,ë,13
kor_Hang,39,3,ħ,13
kor_Hang,39,4,ķ,13
kor_Hang,39,5,íķĺ,13
kor_Hang,39,6,ìĦ,13
kor_Hang,39,7,¸,13
kor_Hang,39,8,ìļĶ,13
kor_Hang,39,9,",",13
kor_Hang,39,10,Ġê,13
kor_Hang,39,11,·¸,13
kor_Hang,39,12,ë,13
kor_Hang,39,13,Ŀ,13
kor_Hang,39,14,¼,13
kor_Hang,39,15,ëĤ,13
kor_Hang,39,16,ĺ,13
kor_Hang,39,17,ëıĦ,13
kor_Hang,39,18,Ġì,13
kor_Hang,39,19,Ĺ,13
kor_Hang,39,20,Ĳ,13
kor_Hang,39,21,ìĬ,19
kor_Hang,39,22,¤,39
kor_Hang,39,23,í,47
kor_Hang,39,24,Į,47
kor_Hang,39,25,Į,39
kor_Hang,39,26,ëĭ¤,13
kor_Hang,39,27,ìŀ,13
kor_Hang,39,28,ħ,13
kor_Hang,39,29,ëĭĪëĭ¤,34
eng_Latn,40,0,Our,60
eng_Latn,40,1,Ġmystery,46
eng_Latn,40,2,Ġwas,56
eng_Latn,40,3,Ġsolved,16
eng_Latn,40,4,Ġthis,35
eng_Latn,40,5,Ġweekend,49
bul_Cyrl,41,0,Ð¢,60
bul_Cyrl,41,1,Ð°,13
bul_Cyrl,41,2,",",13
bul_Cyrl,41,3,ĠÐ´Ð°,13
bul_Cyrl,41,4,ĠÐ½Ðµ,13
bul_Cyrl,41,5,ĠÑģÐµ,13
bul_Cyrl,41,6,ĠÐ¾ÑĤ,13
bul_Cyrl,41,7,Ð¿,13
bul_Cyrl,41,8,Ð»,13
bul_Cyrl,41,9,ÐµÑģ,13
bul_Cyrl,41,10,Ð²,13
bul_Cyrl,41,11,Ð°Ð¼,13
bul_Cyrl,41,12,",",13
bul_Cyrl,41,13,ĠÑĤ,13
bul_Cyrl,41,14,Ð°Ð·,13
bul_Cyrl,41,15,Ð¸,13
bul_Cyrl,41,16,ĠÐ¼,13
